id,room,education,nationality,occupation,cause,hometown,record
5534,4,70,1,9,06013600,310120,709
6757,20,30,1,99,05010300,360281,441
5168,4,80,1,4,05010200,410000,588
6375,9,80,1,99,03070301,440281,702
6333,10,70,1,99,05010300,341225,326
6847,39,80,1,99,06070102,310117,262
6770,19,80,1,99,06012500,511724,603
6732,20,80,1,99,03070200,440981,750
6810,21,80,1,99,06015300,511011,853
6835,39,70,1,99,06012400,141033,502
7286,36,80,1,99,03021200,342626,509
7285,41,70,1,99,03021200,342626,559
7331,43,31,1,99,03080600,511123,549
1675,20,70,1,99,05010300,360121,135
5364,19,41,1,6,03070200,321300,771
5021,19,70,1,6,03070100,330726,138
7222,31,70,1,99,05010700,610925,576
7135,29,70,1,99,05010200,310115,451
4327,19,30,1,9,05010300,321283,789
7126,37,70,1,99,03070200,430725,630
7532,32,79,1,99,04010900,500000,412
5619,15,80,1,4,06013500,341000,213
7287,31,70,1,99,03021200,342626,559
4428,14,70,1,9,06015200,341521,83
7533,32,60,1,99,04010300,310000,486
7530,32,70,1,99,05010300,610113,0
4015,7,70,1,4,05010300,310112,403
7252,34,70,1,99,05010300,360425,147
7406,43,70,1,99,05010200,310120,292
7407,43,80,1,99,04010300,341623,287
5512,17,70,1,99,08010300,310120,263
7402,43,70,1,99,05010200,341522,851
5702,4,80,1,99,03060600,445122,27
7218,31,70,1,99,05010300,421182,433
5763,27,80,1,4,03080300,440300,739
7384,38,70,1,99,05010200,431126,80
6706,39,70,1,99,04011910,469001,712
5798,8,60,1,9,05010200,410300,718
7566,28,70,1,99,06012500,321324,657
7011,26,70,22,99,06015300,350600,853
7385,38,70,1,99,06013600,310102,336
7471,38,20,1,99,03080400,131024,23
7490,32,20,1,99,03070200,320922,446
7496,32,41,1,99,05010300,360782,628
7495,32,70,1,99,05010300,430524,628
7492,38,60,1,99,05010300,430522,628
6204,6,61,1,99,03080400,320681,186
7497,34,70,1,99,05010300,430421,628
566,0,70,1,6,03041100,310120,194
7502,42,41,1,99,05010300,441322,356
7500,26,70,1,99,05010300,430524,628
7501,32,70,1,99,05010300,360782,628
6264,14,40,1,99,05010300,310107,882
7498,26,30,1,99,05010300,421123,628
7467,28,90,1,99,05010200,433125,830
7503,26,30,1,99,05010300,421181,628
7504,34,70,1,99,05010300,430405,628
7505,42,41,1,99,05010300,421224,614
7499,42,30,1,99,06013600,140602,783
